10, 1, -1769927314, 0, 0, 0, 0, 4260

15, 1, -1769927314, 0, 0, 0, 0, 4260

10, 1, -1769927313, 0, 0, 0, 0, 4041

15, 1, -1769927313, 0, 0, 0, 0, 4041

10, 1, -1769927312, 0, 0, 0, 0, 4034

15, 1, -1769927312, 0, 0, 0, 0, 4034

10, 1, -1769927311, 0, 0, 0, 0, 4034

15, 1, -1769927311, 0, 0, 0, 0, 4034

10, 1, -1769927310, 0, 0, 0, 0, 4034

15, 1, -1769927310, 0, 0, 0, 0, 4034

10, 1, -1769927309, 0, 0, 0, 0, 4034

15, 1, -1769927309, 0, 0, 0, 0, 4034

10, 1, -1769927308, 0, 0, 0, 0, 4034

15, 1, -1769927308, 0, 0, 0, 0, 4034

10, 1, -1769927307, 0, 0, 0, 0, 4034

15, 1, -1769927307, 0, 0, 0, 0, 4034

10, 1, -1769927306, 0, 0, 0, 0, 4015

15, 1, -1769927306, 0, 0, 0, 0, 4015

10, 1, -1769347965, 0, 0, 0, 0, 4034

15, 1, -1769347965, 0, 0, 0, 0, 4034

10, 1, -1769347964, 0, 0, 0, 0, 4028

15, 1, -1769347964, 0, 0, 0, 0, 4028

10, 1, -1769347963, 0, 0, 0, 0, 4034

15, 1, -1769347963, 0, 0, 0, 0, 4034

10, 1, -1769347962, 0, 0, 0, 0, 4028

15, 1, -1769347962, 0, 0, 0, 0, 4028

10, 1, -1769347961, 0, 0, 0, 0, 4034

15, 1, -1769347961, 0, 0, 0, 0, 4034

10, 1, -1769347960, 0, 0, 0, 0, 4028

15, 1, -1769347960, 0, 0, 0, 0, 4028

10, 1, -1769347959, 0, 0, 0, 0, 4028

15, 1, -1769347959, 0, 0, 0, 0, 4028

10, 1, -1769347958, 0, 0, 0, 0, 4028

15, 1, -1769347958, 0, 0, 0, 0, 4028

10, 1, -1769347957, 0, 0, 0, 0, 4028

15, 1, -1769347957, 0, 0, 0, 0, 4028

10, 1, -1769347956, 0, 0, 0, 0, 4028

15, 1, -1769347956, 0, 0, 0, 0, 4028

10, 1, -1769347955, 0, 0, 0, 0, 4028

15, 1, -1769347955, 0, 0, 0, 0, 4028

10, 1, -1769347954, 0, 0, 0, 0, 4021

15, 1, -1769347954, 0, 0, 0, 0, 4021

10, 1, -1769347953, 0, 0, 0, 0, 4028

15, 1, -1769347953, 0, 0, 0, 0, 4028

10, 1, -1769347952, 0, 0, 0, 0, 4028

15, 1, -1769347952, 0, 0, 0, 0, 4028

10, 1, -1769347951, 0, 0, 0, 0, 4028

15, 1, -1769347951, 0, 0, 0, 0, 4028

10, 1, -1769347950, 0, 0, 0, 0, 4021

15, 1, -1769347950, 0, 0, 0, 0, 4021

10, 1, -1769347949, 0, 0, 0, 0, 4028

15, 1, -1769347949, 0, 0, 0, 0, 4028

10, 1, -1769347948, 0, 0, 0, 0, 4021

10, 1, -1769347948, 0, 0, 0, 0, 4002

15, 1, -1769347948, 0, 0, 0, 0, 4002

10, 1, -1769347947, 0, 0, 0, 0, 4028

15, 1, -1769347947, 0, 0, 0, 0, 4028

10, 1, -1769347946, 0, 0, 0, 0, 4021

15, 1, -1769347946, 0, 0, 0, 0, 4021

10, 1, -1769347945, 0, 0, 0, 0, 4021

15, 1, -1769347945, 0, 0, 0, 0, 4021

10, 1, -1769347944, 0, 0, 0, 0, 4021

15, 1, -1769347944, 0, 0, 0, 0, 4021

10, 1, -1769347943, 0, 0, 0, 0, 4021

15, 1, -1769347943, 0, 0, 0, 0, 4021

10, 1, 768761754, 0, 0, 0, 0, 4008

15, 1, 768761754, 0, 0, 0, 0, 4008

10, 1, 768761757, 0, 0, 0, 0, 4015

15, 1, 768761757, 0, 0, 0, 0, 4015

10, 1, 768761758, 494458817, -1120184217, 167, 0, 4008

15, 1, 768761758, 494458817, -1120184217, 167, 0, 4008

10, 1, 768761759, 494458833, -1120184333, 167, 0, 4008

15, 1, 768761759, 494458833, -1120184333, 167, 0, 4008

10, 1, 768761760, 494458833, -1120184400, 167, 0, 4008

10, 1, 768761760, 494456083, -1120128967, 944, 0, 3983

15, 1, 768761760, 494456083, -1120128967, 944, 0, 3983

10, 1, 768761762, 494456133, -1120129117, 943, 0, 4008

15, 1, 768761762, 494456133, -1120129117, 943, 0, 4008

10, 1, 768761763, 494456150, -1120129200, 943, 0, 4008

15, 1, 768761763, 494456150, -1120129200, 943, 0, 4008

10, 1, 768761764, 494456150, -1120129200, 943, 0, 4008

15, 1, 768761764, 494456150, -1120129200, 943, 0, 4008

10, 1, 768761765, 494456150, -1120129217, 943, 0, 4008

15, 1, 768761765, 494456150, -1120129217, 943, 0, 4008

10, 1, 768761766, 494456167, -1120129250, 943, 0, 4008

15, 1, 768761766, 494456167, -1120129250, 943, 0, 4008

10, 1, 768761767, 494456167, -1120129267, 943, 0, 4002

15, 1, 768761767, 494456167, -1120129267, 943, 0, 4002

10, 1, 768761768, 494456167, -1120129233, 943, 0, 4002

15, 1, 768761768, 494456167, -1120129233, 943, 0, 4002

10, 1, 768761769, 494456183, -1120129217, 943, 0, 4002

15, 1, 768761769, 494456183, -1120129217, 943, 0, 4002

10, 1, 768761770, 494456200, -1120129217, 943, 0, 4008

15, 1, 768761770, 494456200, -1120129217, 943, 0, 4008

10, 1, 768761771, 494456217, -1120129200, 943, 0, 4002

