10, 1, 768762335, 494456650, -1120128600, 948, 0, 3963, -93

15, 1, 768762335, 494456650, -1120128600, 948, 0, 3963, -73

10, 1, 768762336, 494456650, -1120128600, 948, 0, 3957, -96

15, 1, 768762336, 494456650, -1120128600, 948, 0, 3957, -75

10, 1, 768762337, 494456650, -1120128600, 948, 0, 3963, -99

15, 1, 768762337, 494456650, -1120128600, 948, 0, 3963, -74

10, 1, 768762338, 494456650, -1120128600, 948, 0, 3963, -93

15, 1, 768762338, 494456650, -1120128600, 948, 0, 3963, -76

10, 1, 768762339, 494456650, -1120128600, 948, 0, 3963, -83

15, 1, 768762339, 494456650, -1120128600, 948, 0, 3963, -91

10, 1, 768762340, 494456650, -1120128600, 948, 0, 3963, -90

15, 1, 768762340, 494456650, -1120128600, 948, 0, 3963, -80

10, 1, 768762341, 494456650, -1120128600, 948, 0, 3963, -93

15, 1, 768762341, 494456650, -1120128600, 948, 0, 3963, -77

10, 1, 768762342, 494456650, -1120128600, 948, 0, 3963, -96

15, 1, 768762342, 494456650, -1120128600, 948, 0, 3963, -75

10, 1, 768762343, 494456650, -1120128600, 948, 0, 3963, -115

15, 1, 768762343, 494456650, -1120128600, 948, 0, 3963, -90

10, 1, 768762344, 494456650, -1120128600, 948, 0, 3963, -96

15, 1, 768762344, 494456650, -1120128600, 948, 0, 3963, -76

10, 1, 768762345, 494456650, -1120128600, 948, 0, 3963, -96

15, 1, 768762345, 494456650, -1120128600, 948, 0, 3963, -74

10, 1, 768762347, 494456650, -1120128600, 948, 0, 3963, -89

15, 1, 768762347, 494456650, -1120128600, 948, 0, 3963, -73

10, 1, 768762348, 494456650, -1120128600, 948, 0, 3963, -91

15, 1, 768762348, 494456650, -1120128600, 948, 0, 3963, -79

10, 1, 768762349, 494456650, -1120128600, 948, 0, 3963, -95

15, 1, 768762349, 494456650, -1120128600, 948, 0, 3963, -77

10, 1, 768762350, 494456650, -1120128600, 948, 0, 3963, -93

15, 1, 768762350, 494456650, -1120128600, 948, 0, 3963, -81

10, 1, 768762351, 494456650, -1120128600, 948, 0, 3957, -92

15, 1, 768762351, 494456650, -1120128600, 948, 0, 3957, -79

10, 1, 768762352, 494456650, -1120128600, 948, 0, 3963, -92

15, 1, 768762352, 494456650, -1120128600, 948, 0, 3963, -79

10, 1, 768762353, 494456650, -1120128600, 948, 0, 3963, -90

15, 1, 768762353, 494456650, -1120128600, 948, 0, 3963, -81

10, 1, 768762354, 494456650, -1120128600, 948, 0, 3963, -93

15, 1, 768762354, 494456650, -1120128600, 948, 0, 3963, -80

10, 1, 768762355, 494456650, -1120128600, 948, 0, 3963, -92

15, 1, 768762355, 494456650, -1120128600, 948, 0, 3963, -82

10, 1, 768762356, 494456650, -1120128600, 948, 0, 3957, -91

15, 1, 768762356, 494456650, -1120128600, 948, 0, 3957, -81

10, 1, 768762357, 494456650, -1120128600, 948, 0, 3963, -91

15, 1, 768762357, 494456650, -1120128600, 948, 0, 3963, -82

10, 1, 768762358, 494456650, -1120128600, 948, 0, 3963, -93

15, 1, 768762358, 494456650, -1120128600, 948, 0, 3963, -80

10, 1, 768762359, 494456650, -1120128600, 948, 0, 3963, -92

15, 1, 768762359, 494456650, -1120128600, 948, 0, 3963, -80

10, 1, 768762360, 494456650, -1120128600, 948, 0, 3963, -95

15, 1, 768762360, 494456650, -1120128600, 948, 0, 3963, -79

15, 1, 768762361, 494456650, -1120128600, 948, 0, 3957, -77

10, 1, 768762362, 494456650, -1120128600, 948, 0, 3963, -89

15, 1, 768762362, 494456650, -1120128600, 948, 0, 3963, -80

10, 1, 768762363, 494456650, -1120128600, 948, 0, 3963, -89

15, 1, 768762363, 494456650, -1120128600, 948, 0, 3963, -79

10, 1, 768762364, 494456650, -1120128600, 948, 0, 3963, -91

15, 1, 768762364, 494456650, -1120128600, 948, 0, 3963, -81

10, 1, 768762365, 494456650, -1120128600, 948, 0, 3963, -96

15, 1, 768762365, 494456650, -1120128600, 948, 0, 3963, -80

10, 1, 768762366, 494456650, -1120128600, 948, 0, 3957, -95

15, 1, 768762366, 494456650, -1120128600, 948, 0, 3957, -80

10, 1, 768762367, 494456650, -1120128600, 948, 0, 3963, -91

15, 1, 768762367, 494456650, -1120128600, 948, 0, 3963, -79

10, 1, 768762368, 494456650, -1120128600, 948, 0, 3957, -90

15, 1, 768762368, 494456650, -1120128600, 948, 0, 3957, -77

10, 1, 768762369, 494456650, -1120128600, 948, 0, 3957, -90

15, 1, 768762369, 494456650, -1120128600, 948, 0, 3957, -77

10, 1, 768762370, 494456650, -1120128600, 948, 0, 3963, -89

15, 1, 768762370, 494456650, -1120128600, 948, 0, 3963, -77

10, 1, 768762371, 494456650, -1120128600, 948, 0, 3957, -89

15, 1, 768762371, 494456650, -1120128600, 948, 0, 3957, -77

10, 1, 768762372, 494456650, -1120128600, 948, 0, 3963, -89

15, 1, 768762372, 494456650, -1120128600, 948, 0, 3963, -77

10, 1, 768762373, 494456650, -1120128600, 948, 0, 3963, -90

15, 1, 768762373, 494456650, -1120128600, 948, 0, 3963, -77

10, 1, 768762374, 494456650, -1120128600, 948, 0, 3963, -90

15, 1, 768762374, 494456650, -1120128600, 948, 0, 3963, -77

10, 1, 768762375, 494456650, -1120128600, 948, 0, 3963, -89

15, 1, 768762375, 494456650, -1120128600, 948, 0, 3963, -77

10, 1, 768762376, 494456650, -1120128600, 948, 0, 3957, -89

15, 1, 768762376, 494456650, -1120128600, 948, 0, 3957, -76

10, 1, 768762377, 494456650, -1120128600, 948, 0, 3957, -89

15, 1, 768762377, 494456650, -1120128600, 948, 0, 3957, -76

10, 1, 768762378, 494456650, -1120128600, 948, 0, 3963, -90

15, 1, 768762378, 494456650, -1120128600, 948, 0, 3963, -76

10, 1, 768762379, 494456650, -1120128600, 948, 0, 3963, -90

15, 1, 768762379, 494456650, -1120128600, 948, 0, 3963, -77

10, 1, 768762380, 494456650, -1120128600, 948, 0, 3963, -92

15, 1, 768762380, 494456650, -1120128600, 948, 0, 3963, -77

10, 1, 768762381, 494456650, -1120128600, 948, 0, 3957, -92

