0.00	1	76.4F	9.3
0.05	1	76.4F	9.3
0.10	0	76.4F	9.3
0.15	2	76.4F	9.3
0.20	0	76.4F	9.3
0.25	2	76.4F	9.3
0.30	2	76.4F	9.3
0.35	3	76.4F	9.3
0.40	3	76.4F	9.3
0.45	3	76.4F	9.3
0.50	3	76.4F	9.3
0.55	3	76.4F	9.3
0.60	4	76.4F	9.3
0.65	4	76.4F	9.3
0.70	12	76.4F	9.3
0.75	13	76.4F	9.3
0.80	15	76.4F	9.3
0.85	18	76.4F	9.3
0.90	23	76.4F	9.3
0.95	33	76.4F	9.3
1.00	44	76.4F	9.3
1.05	59	76.4F	9.3
1.10	77	76.4F	9.3
1.15	86	76.4F	9.3
1.20	87	76.4F	9.3
1.25	96	76.4F	9.3
1.30	112	76.4F	9.3
1.35	139	76.4F	9.3
1.40	188	76.4F	9.3
1.45	228	76.4F	9.3
1.50	252	76.4F	9.3
1.55	257	76.4F	9.3
1.60	251	76.4F	9.3
1.65	259	76.4F	9.3
1.70	273	76.4F	9.3
1.75	306	76.4F	9.3
1.80	337	76.4F	9.3
1.85	363	76.4F	9.3
1.90	384	76.4F	9.3
1.95	390	76.4F	9.3
2.00	400	76.4F	9.3
2.05	419	76.4F	9.3
2.10	446	76.3F	9.3
2.15	472	76.3F	9.3
2.20	504	76.3F	9.3
2.25	530	76.4F	9.3
2.30	555	76.3F	9.3
2.35	573	76.3F	9.3
2.40	598	76.3F	9.3
2.45	627	76.3F	9.3
2.50	661	76.3F	9.3
2.55	694	76.3F	9.3
2.60	728	76.3F	9.3
2.65	760	76.3F	9.3
2.70	788	76.3F	9.3
2.75	810	76.3F	9.3
2.80	832	76.3F	9.3
2.85	860	76.3F	9.3
2.90	887	76.3F	9.3
2.95	907	76.3F	9.3
3.00	933	76.3F	9.3
3.05	965	76.3F	9.3
3.10	993	76.3F	9.3
3.15	1024	76.3F	9.3
3.20	1042	76.3F	9.3
3.25	1061	76.3F	9.3
3.30	1089	76.3F	9.3
3.35	1122	76.3F	9.3
3.40	1157	76.3F	9.3
3.45	1182	76.3F	9.3
3.50	1198	76.3F	9.3
3.55	1221	76.3F	9.3
3.60	1252	76.3F	9.3
3.65	1281	76.3F	9.3
3.70	1311	76.3F	9.3
3.75	1320	76.3F	9.3
3.80	1345	76.3F	9.3
3.85	1383	76.3F	9.3
3.90	1415	76.3F	9.3
3.95	1437	76.3F	9.3
4.00	1457	76.3F	9.3
4.05	1478	76.3F	9.3
4.10	1510	76.3F	9.3
4.15	1534	76.2F	9.3
4.20	1560	76.2F	9.3
4.25	1586	76.2F	9.3
4.30	1620	76.2F	9.3
4.35	1654	76.2F	9.3
4.40	1681	76.2F	9.3
4.45	1699	76.2F	9.3
4.50	1714	76.2F	9.3
4.55	1737	76.2F	9.3
4.60	1764	76.2F	9.3
4.65	1794	76.2F	9.3
4.70	1820	76.2F	9.3
4.75	1841	76.2F	9.3
4.80	1861	76.2F	9.3
4.85	1885	76.2F	9.3
4.90	1906	76.2F	9.3
4.95	1929	76.2F	9.3
5.00	1958	76.2F	9.3
5.05	1981	76.2F	9.3
5.10	2000	76.2F	9.3
5.15	2022	76.2F	9.3
5.20	2042	76.2F	9.3
5.25	2066	76.2F	9.3
5.30	2091	76.2F	9.3
5.35	2114	76.2F	9.3
5.40	2136	76.2F	9.3
5.45	2159	76.2F	9.3
5.50	2178	76.2F	9.3
5.55	2201	76.2F	9.3
5.60	2220	76.2F	9.3
5.65	2241	76.2F	9.3
5.70	2260	76.2F	9.3
5.75	2282	76.2F	9.3
5.80	2304	76.2F	9.3
5.85	2324	76.2F	9.3
5.90	2345	76.1F	9.3
5.95	2369	76.1F	9.3
6.00	2390	76.1F	9.3
6.05	2408	76.1F	9.3
6.10	2427	76.2F	9.3
6.15	2450	76.1F	9.3
6.20	2468	76.1F	9.3
6.25	2487	76.1F	9.3
6.30	2507	76.1F	9.3
6.35	2528	76.1F	9.3
6.40	2548	76.1F	9.3
6.45	2570	76.1F	9.3
6.50	2586	76.1F	9.3
6.55	2605	76.1F	9.3
6.60	2623	76.1F	9.3
6.65	2643	76.1F	9.3
6.70	2659	76.1F	9.3
6.75	2677	76.1F	9.3
6.80	2695	76.1F	9.3
6.85	2714	76.1F	9.3
6.90	2730	76.1F	9.3
6.95	2748	76.1F	9.3
7.00	2770	76.1F	9.3
7.05	2786	76.1F	9.3
7.10	2804	76.1F	9.3
7.15	2820	76.1F	9.3
7.20	2836	76.1F	9.3
7.25	2852	76.1F	9.3
7.30	2871	76.1F	9.3
7.35	2889	76.1F	9.3
7.40	2907	76.1F	9.3
7.45	2923	76.1F	9.3
7.50	2937	76.1F	9.3
7.55	2953	76.1F	9.3
7.60	2972	76.1F	9.3
7.65	2987	76.1F	9.3
7.70	3004	76.1F	9.3
7.75	3019	76.1F	9.3
7.80	3036	76.1F	9.3
7.85	3052	76.1F	9.3
7.90	3067	76.1F	9.3
7.95	3083	76.1F	9.3
8.00	3099	76.1F	9.3
8.05	3114	76.1F	9.3
8.10	3131	76.1F	9.3
8.15	3146	76.1F	9.3
8.20	3161	76.1F	9.3
8.25	3174	76.1F	9.3
8.30	3189	76.1F	9.3
8.35	3205	76.1F	9.3
8.40	3218	76.1F	9.3
8.45	3234	76.1F	9.3
8.50	3248	76.1F	9.3
8.55	3263	76.1F	9.3
8.60	3277	76.1F	9.3
8.65	3295	76.1F	9.3
8.70	3305	76.1F	9.3
8.75	3320	76.1F	9.3
8.80	3333	76.1F	9.3
8.85	3348	76.1F	9.3
8.90	3363	76.1F	9.3
8.95	3374	76.1F	9.3
9.00	3388	76.1F	9.3
9.05	3401	76.1F	9.3
9.10	3415	76.1F	9.3
