10, 1, 685906542, 518526867, -1116485017, 800, 0, 3989, -82

10, 1, 685906543, 518526867, -1116485017, 800, 0, 3983, -82

10, 1, 685906544, 518526867, -1116485017, 800, 0, 3989, -76

10, 1, 685906545, 518526867, -1116485017, 800, 0, 3989, -80

10, 1, 685906546, 518526867, -1116485017, 800, 0, 3989, -71

10, 1, 685906547, 518526867, -1116485017, 800, 0, 3989, -74

10, 1, 685906548, 518526867, -1116485017, 800, 0, 3983, -79

10, 1, 685906549, 518526867, -1116485017, 800, 0, 3989, -76

10, 1, 685906551, 518526867, -1116485017, 800, 0, 3989, -77

10, 1, 685906552, 518526867, -1116485017, 800, 0, 3989, -80

10, 1, 685906553, 518526867, -1116485017, 800, 0, 3983, -83

10, 1, 685906554, 518526867, -1116485017, 800, 0, 3989, -77

10, 1, 685906555, 518526867, -1116485017, 800, 0, 3983, -82

10, 1, 685906556, 518526867, -1116485017, 800, 0, 3983, -76

10, 1, 685906557, 518526867, -1116485017, 800, 0, 3989, -79

10, 1, 685906558, 518526867, -1116485017, 800, 0, 3983, -77

10, 1, 685906559, 518526867, -1116485017, 800, 0, 3983, -76

10, 1, 685906560, 518526867, -1116485017, 800, 0, 3983, -77

10, 1, 685906562, 518526867, -1116485017, 800, 0, 3989, -77

10, 1, 685906563, 518526867, -1116485017, 800, 0, 3976, -77

10, 1, 685906564, 518526867, -1116485017, 800, 0, 3983, -77

10, 1, 685906565, 518526867, -1116485017, 800, 0, 3983, -79

10, 1, 685906566, 518526867, -1116485017, 800, 0, 3983, -77

10, 1, 685906567, 518526867, -1116485017, 800, 0, 3989, -79

10, 1, 685906568, 518526883, -1116485017, 800, 0, 3983, -80

10, 1, 685906569, 518526883, -1116485033, 800, 0, 3983, -79

10, 1, 685906570, 518526883, -1116485033, 800, 0, 3983, -76

10, 1, 685906571, 518526883, -1116485033, 800, 0, 3983, -77

10, 1, 685906572, 518526900, -1116485050, 800, 0, 3983, -82

10, 1, 685906573, 518526900, -1116485067, 801, 0, 3983, -79

10, 1, 685906574, 518526917, -1116485083, 801, 0, 3983, -77

10, 1, 685906575, 518526933, -1116485100, 801, 0, 3989, -77

10, 1, 685906576, 518526950, -1116485117, 801, 0, 3970, -77

10, 1, 685906577, 518526950, -1116485133, 801, 0, 3983, -77

10, 1, 685906578, 518526967, -1116485133, 801, 0, 3983, -77

10, 1, 685906579, 518526967, -1116485150, 801, 0, 3983, -77

10, 1, 685906580, 518526967, -1116485150, 801, 0, 3983, -77

10, 1, 685906581, 518526967, -1116485150, 801, 0, 3983, -77

10, 1, 685906582, 518526967, -1116485150, 801, 0, 3983, -77

10, 1, 685906583, 518526967, -1116485150, 801, 0, 3976, -77

10, 1, 685906584, 518526967, -1116485150, 801, 0, 3983, -76

10, 1, 685906585, 518526967, -1116485150, 801, 0, 3983, -79

10, 1, 685906586, 518526967, -1116485150, 801, 0, 3983, -80

10, 1, 685906587, 518526967, -1116485150, 801, 0, 3983, -77

10, 1, 685906588, 518526967, -1116485150, 801, 0, 3983, -75

10, 1, 685906589, 518526967, -1116485150, 801, 0, 3983, -75

10, 1, 685906590, 518526967, -1116485150, 801, 0, 3983, -76

10, 1, 685906591, 518526967, -1116485150, 801, 0, 3983, -77

10, 1, 685906592, 518526967, -1116485150, 801, 0, 3996, -77

10, 1, 685906593, 518526967, -1116485150, 801, 0, 3989, -77

10, 1, 685906594, 518526967, -1116485150, 801, 0, 3996, -79

10, 1, 685906595, 518526983, -1116485150, 801, 0, 4002, -79

10, 1, 685906596, 518526983, -1116485150, 801, 0, 3996, -77

10, 1, 685906597, 518526983, -1116485150, 801, 0, 4002, -77

10, 1, 685906598, 518526983, -1116485150, 801, 0, 3996, -80

10, 1, 685906599, 518526983, -1116485150, 801, 0, 3996, -81

10, 1, 685906600, 518526983, -1116485150, 801, 0, 3996, -79

10, 1, 685906601, 518526983, -1116485150, 801, 0, 3996, -79

10, 1, 685906602, 518526983, -1116485150, 801, 0, 4002, -80

10, 1, 685906603, 518526983, -1116485150, 801, 0, 3996, -79

10, 1, 685906604, 518526983, -1116485150, 801, 0, 3996, -79

10, 1, 685906605, 518526983, -1116485150, 801, 0, 3996, -77

10, 1, 685906606, 518526983, -1116485150, 801, 0, 3996, -76

10, 1, 685906607, 518526983, -1116485150, 801, 0, 3996, -79

10, 1, 685906608, 518526983, -1116485150, 801, 0, 3996, -81

